name,pos,ang,sca,coll
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-38.3/57/495.99,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-38.3/56.97/493.05,0/0/0.7071068/0.7071068,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/-0.7071068/0/0.7071068,0.25/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/-0.7071068/0/0.7071068,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/-0.7071068/0/0.7071068,3.1/0.2/0.2500001,1,1
fence_a.X,-43/61.35/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-40.39/61.35/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-37.85/61.35/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
fence_a.X,-35.88/61.35/574.4,0.5/0.5/0.5/0.5,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0/0/1,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0/0/1,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0/0/1,3.1/0.2/0.25,1,1
Building_B.X,-126.65/55.68/542.73,0/-0.7071068/-0.7071068/0,1/1/1,0,0
coll,-0.04/6.39/-1.73,0/-0.7071068/-0.7071068/0,11.8/6.800002/4.000001,1,1
coll,-0.04/4.96/-4.73,0/-0.9044197/-0.426644/0,11.8/4.5/1,1,1
coll,-0.04/7.91/-4.75,0/-0.4397404/-0.898125/0,11.8/4.500004/1,1,1
coll,-0.02/2.86/-1.8,0/-0.7071068/-0.7071068/0,3.500002/6.000002/4.500001,1,1
coll,0.88/2.67/-4.63,-0.2859311/-0.6467175/-0.6467175/-0.2859311,3.000001/6.000002/0.5000002,1,1
coll,-0.92/2.67/-4.76,0.2859311/-0.6467175/-0.6467175/0.2859311,3.000002/6.000006/0.3000001,1,1
Building_B.X,-140.13/55.68/542.73,0/-0.7071068/-0.7071068/0,1.000001/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,0/-0.7071068/-0.7071068/0,11.80002/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,0/-0.9044197/-0.426644/0,11.80002/4.500002/1.000001,1,1
coll,-0.04/7.91/-4.75,0/-0.4397404/-0.898125/0,11.80002/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,0/-0.7071068/-0.7071068/0,3.500005/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.2859311/-0.6467175/-0.6467175/-0.2859311,3.000003/6.000005/0.5000005,1,1
coll,-0.92/2.67/-4.76,0.2859311/-0.6467175/-0.6467175/0.2859311,3.000004/6.000009/0.3000003,1,1
Building_B.X,-96.2/55.68/542.73,0/-0.7071068/-0.7071068/0,1.000001/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,0/-0.7071068/-0.7071068/0,11.80002/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,0/-0.9044197/-0.426644/0,11.80002/4.500002/1.000001,1,1
coll,-0.04/7.91/-4.75,0/-0.4397404/-0.898125/0,11.80002/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,0/-0.7071068/-0.7071068/0,3.500005/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.2859311/-0.6467175/-0.6467175/-0.2859311,3.000003/6.000005/0.5000005,1,1
coll,-0.92/2.67/-4.76,0.2859311/-0.6467175/-0.6467175/0.2859311,3.000004/6.000009/0.3000003,1,1
Building_B.X,-81.9/55.68/542.73,0/-0.7071068/-0.7071068/0,1.000001/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,0/-0.7071068/-0.7071068/0,11.80002/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,0/-0.9044197/-0.426644/0,11.80002/4.500002/1.000001,1,1
coll,-0.04/7.91/-4.75,0/-0.4397404/-0.898125/0,11.80002/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,0/-0.7071068/-0.7071068/0,3.500005/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.2859311/-0.6467175/-0.6467175/-0.2859311,3.000003/6.000005/0.5000005,1,1
coll,-0.92/2.67/-4.76,0.2859311/-0.6467175/-0.6467175/0.2859311,3.000004/6.000009/0.3000003,1,1
Building_B.X,-67.5/55.68/542.73,0/-0.7071068/-0.7071068/0,1.000001/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,0/-0.7071068/-0.7071068/0,11.80002/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,0/-0.9044197/-0.426644/0,11.80002/4.500002/1.000001,1,1
coll,-0.04/7.91/-4.75,0/-0.4397404/-0.898125/0,11.80002/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,0/-0.7071068/-0.7071068/0,3.500005/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.2859311/-0.6467175/-0.6467175/-0.2859311,3.000003/6.000005/0.5000005,1,1
coll,-0.92/2.67/-4.76,0.2859311/-0.6467175/-0.6467175/0.2859311,3.000004/6.000009/0.3000003,1,1
Building_B.X,-67.5/55.68/520.2,-0.7071068/0/0/0.7071068,1.000001/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,-0.7071068/0/0/0.7071068,11.80001/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,-0.426644/0/0/0.9044197,11.80001/4.500003/1.000001,1,1
coll,-0.04/7.91/-4.75,-0.898125/0/0/0.4397404,11.80001/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,-0.7071068/0/0/0.7071068,3.500003/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.6467175/-0.2859311/0.2859311/0.6467175,3.000002/6.000005/0.5000005,1,1
coll,-0.92/2.67/-4.76,-0.6467175/0.2859311/-0.2859311/0.6467175,3.000003/6.000009/0.3000003,1,1
Building_B.X,-82.8/55.68/520.2,-0.7071068/0/0/0.7071068,1/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,-0.7071068/0/0/0.7071068,11.8/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,-0.426644/0/0/0.9044197,11.8/4.500003/1.000001,1,1
coll,-0.04/7.91/-4.75,-0.898125/0/0/0.4397404,11.8/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,-0.7071068/0/0/0.7071068,3.5/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.6467175/-0.2859311/0.2859311/0.6467175,3.000001/6.000005/0.5000002,1,1
coll,-0.92/2.67/-4.76,-0.6467175/0.2859311/-0.2859311/0.6467175,3.000002/6.000009/0.3000001,1,1
Building_B.X,-125.83/55.68/520.2,-0.7071068/0/0/0.7071068,1/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,-0.7071068/0/0/0.7071068,11.8/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,-0.426644/0/0/0.9044197,11.8/4.500003/1.000001,1,1
coll,-0.04/7.91/-4.75,-0.898125/0/0/0.4397404,11.8/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,-0.7071068/0/0/0.7071068,3.5/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.6467175/-0.2859311/0.2859311/0.6467175,3.000001/6.000005/0.5000002,1,1
coll,-0.92/2.67/-4.76,-0.6467175/0.2859311/-0.2859311/0.6467175,3.000002/6.000009/0.3000001,1,1
Building_B.X,-139.9/55.68/520.2,-0.7071068/0/0/0.7071068,1/1.000001/1.000001,0,0
coll,-0.04/6.39/-1.73,-0.7071068/0/0/0.7071068,11.8/6.800005/4.000003,1,1
coll,-0.04/4.96/-4.73,-0.426644/0/0/0.9044197,11.8/4.500003/1.000001,1,1
coll,-0.04/7.91/-4.75,-0.898125/0/0/0.4397404,11.8/4.500006/1.000001,1,1
coll,-0.02/2.86/-1.8,-0.7071068/0/0/0.7071068,3.5/6.000005/4.500003,1,1
coll,0.88/2.67/-4.63,-0.6467175/-0.2859311/0.2859311/0.6467175,3.000001/6.000005/0.5000002,1,1
coll,-0.92/2.67/-4.76,-0.6467175/0.2859311/-0.2859311/0.6467175,3.000002/6.000009/0.3000001,1,1
Bridge.X,-257.8849/59.98/638.5284,-0.5730068/-0.4143226/-0.4143226/0.5730068,2/2/1,0,0
coll,0/0/0,-0.5730068/-0.4143226/-0.4143226/0.5730068,2.8/13/1,1,1
Bridge.X,-246.1/59.98/634.64,-0.5730068/-0.4143226/-0.4143226/0.5730068,2/2/1,0,0
coll,0/0/0,-0.5730068/-0.4143226/-0.4143226/0.5730068,2.8/13/1,1,1
Bridge.X,-236.1/59.98/631.34,-0.5730068/-0.4143226/-0.4143226/0.5730068,2/2/1,0,0
coll,0/0/0,-0.5730068/-0.4143226/-0.4143226/0.5730068,2.8/13/1,1,1
Bridge.X,-224.3151/59.98/627.4516,-0.5730068/-0.4143226/-0.4143226/0.5730068,2/2/1,0,0
coll,0/0/0,-0.5730068/-0.4143226/-0.4143226/0.5730068,2.8/13/1,1,1
fence_a.X,-192.3/62.02/616.6,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999999/0.9999999,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.1/0.2/0.25,1,1
fence_a.X,-171.3672/61.69/605.9419,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999999/0.9999999,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.1/0.2/0.25,1,1
fence_a.X,-186.98/61.76/613.891,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999999/0.9999999,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.1/0.2/0.25,1,1
fence_a.X,-189.6355/61.75/615.2432,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999999/0.9999999,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.1/0.2/0.25,1,1
fence_a.X,-213.1794/63.1/627.2307,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999999/0.9999999,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.1/0.2/0.25,1,1
fence_a.X,-200.2312/62.1/620.6379,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999999/0.9999999,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.1/0.2/0.25,1,1
fence_a.X,-192.4688/60.22/603.2921,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.099999/0.2/0.25,1,1
fence_a.X,-171.536/59.89/592.634,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.099999/0.2/0.25,1,1
fence_a.X,-187.1488/59.96/600.5831,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.099999/0.2/0.25,1,1
fence_a.X,-213.3483/61.3/613.9228,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.099999/0.2/0.25,1,1
fence_a.X,-200.4/60.3/607.33,0.6028537/0.6028537/0.3695503/0.3695503,1/0.9999998/0.9999996,0,0
coll,0.493/-0.06/-1.042,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.2333033/0/0.972404,0.2499999/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.2333033/0/0.972404,3.099999/0.2/0.25,1,1
fence_a.X,-166.7/59.89/588.8,0.653003/0.653003/0.2712694/0.2712694,1/1/1,0,0
coll,0.493/-0.06/-1.042,0/0.3817337/0/0.9242724,0.25/3/0.2,1,1
coll,0.4929962/-0.06005859/0.978,0/0.3817337/0/0.9242724,0.25/3/0.2,1,1
coll,-1.006/0.133/0.082,0/0.3817337/0/0.9242724,3.099999/0.2/0.25,1,1
fence_a.X,-159.6/59.89/595.9,0.653003/0.653003/0.2712694/0.2712694,1/1/1.000001,0,0
coll,0.493/-0.06/-1.042,0/0.3817337/0/0.9242724,0.2500002/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/0.3817337/0/0.9242724,0.2500002/3/0.2000001,1,1
coll,-1.006/0.133/0.082,0/0.3817337/0/0.9242724,3.100002/0.2/0.2500001,1,1
fence_a.X,-154.5222/59.89/586.1644,0.6976059/0.6976059/0.115525/0.1155251,1/1/1.000001,0,0
coll,0.493/-0.06/-1.042,0/0.5820808/-2.980232E-08/0.813131,0.2500002/3/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/0.5820808/-2.980232E-08/0.813131,0.2500002/3/0.2000001,1,1
coll,-1.006/0.133/0.082,0/0.5820808/-2.980232E-08/0.813131,3.100002/0.2/0.2500001,1,1
fence_a.X,-159.95/59.5/579.15,0.6976059/0.6976059/0.115525/0.1155251,1.000001/1/1.000001,0,0
coll,0.493/-0.06/-1.042,0/0.5820808/-2.980232E-08/0.813131,0.2500002/3.000002/0.2000001,1,1
coll,0.4929962/-0.06005859/0.978,0/0.5820808/-2.980232E-08/0.813131,0.2500002/3.000002/0.2000001,1,1
coll,-1.006/0.133/0.082,0/0.5820808/-2.980232E-08/0.813131,3.100003/0.2000001/0.2500001,1,1
tree.X,-159.77/56.95/576.48,0.7071068/0/0/-0.7071068,20/20/15,0,0
coll,0/0/0.392,0.7071068/0/0/-0.7071068,2/2/15,0,1
tree.X,-150.61/56.95/578.09,0.7071068/0/0/-0.7071068,17/17/17,0,0
coll,0/0/0.392,0.7071068/0/0/-0.7071068,1.7/1.7/17,0,1
