name,pos,ang,sca
Yashi.X,1913/68/-255,270/0/0,2.54/2.540001/2.540001
Yashi.X,1925/68/-273,270/0/0,2.54/2.540001/2.540001
Yashi.X,1941/68/-273,270/0/0,2.54/2.540001/2.540001
Yashi.X,1908/68/-287,270/0/0,2.54/2.540001/2.540001
Yashi.X,1892/68/-287,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-269,270/0/0,2.54/2.540001/2.540001
Yashi.X,1897/68/-269,270/0/0,2.54/2.540001/2.540001
Yashi.X,1921/68/-178,270/0/0,2.54/2.540001/2.540001
Yashi.X,1905/68/-178,270/0/0,2.54/2.540001/2.540001
Yashi.X,1916/68/-196,270/0/0,2.54/2.540001/2.540001
Yashi.X,1933/68/-196,270/0/0,2.54/2.540001/2.540001
Yashi.X,1966/68/-182,270/0/0,2.54/2.540001/2.540001
Yashi.X,1949/68/-182,270/0/0,2.54/2.540001/2.540001
Yashi.X,1938/68/-165,270/0/0,2.54/2.540001/2.540001
Yashi.X,1954/68/-165,270/0/0,2.54/2.540001/2.540001
Yashi.X,1861/68/-155,270/0/0,2.54/2.540001/2.540001
Yashi.X,1844/68/-155,270/0/0,2.54/2.540001/2.540001
Yashi.X,1856/68/-172,270/0/0,2.54/2.540001/2.540001
Yashi.X,1872/68/-172,270/0/0,2.54/2.540001/2.540001
Yashi.X,1839/68/-186,270/0/0,2.54/2.540001/2.540001
Yashi.X,1823/68/-186,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/-168,270/0/0,2.54/2.540001/2.540001
Yashi.X,1828/68/-168,270/0/0,2.54/2.540001/2.540001
Yashi.X,1767/68/-215,270/0/0,2.54/2.540001/2.540001
Yashi.X,1750/68/-215,270/0/0,2.54/2.540001/2.540001
Yashi.X,1761/68/-233,270/0/0,2.54/2.540001/2.540001
Yashi.X,1778/68/-233,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/-219,270/0/0,2.54/2.540001/2.540001
Yashi.X,1794/68/-219,270/0/0,2.54/2.540001/2.540001
Yashi.X,1783/68/-202,270/0/0,2.54/2.540001/2.540001
Yashi.X,1800/68/-202,270/0/0,2.54/2.540001/2.540001
Yashi.X,1893/68/-212,270/0/0,2.54/2.540001/2.540001
Yashi.X,1876/68/-212,270/0/0,2.54/2.540001/2.540001
Yashi.X,1887/68/-230,270/0/0,2.54/2.540001/2.540001
Yashi.X,1904/68/-230,270/0/0,2.54/2.540001/2.540001
Yashi.X,1871/68/-243,270/0/0,2.54/2.540001/2.540001
Yashi.X,1854/68/-243,270/0/0,2.54/2.540001/2.540001
Yashi.X,1843/68/-226,270/0/0,2.54/2.540001/2.540001
Yashi.X,1860/68/-226,270/0/0,2.54/2.540001/2.540001
Yashi.X,1541/68/-226,270/0/0,2.54/2.540001/2.540001
Yashi.X,1525/68/-226,270/0/0,2.54/2.540001/2.540001
Yashi.X,1536/68/-243,270/0/0,2.54/2.540001/2.540001
Yashi.X,1553/68/-243,270/0/0,2.54/2.540001/2.540001
Yashi.X,1586/68/-230,270/0/0,2.54/2.540001/2.540001
Yashi.X,1569/68/-230,270/0/0,2.54/2.540001/2.540001
Yashi.X,1558/68/-212,270/0/0,2.54/2.540001/2.540001
Yashi.X,1574/68/-212,270/0/0,2.54/2.540001/2.540001
Yashi.X,1481/68/-202,270/0/0,2.54/2.540001/2.540001
Yashi.X,1465/68/-202,270/0/0,2.54/2.540001/2.540001
Yashi.X,1476/68/-219,270/0/0,2.54/2.540001/2.540001
Yashi.X,1493/68/-219,270/0/0,2.54/2.540001/2.540001
Yashi.X,1460/68/-233,270/0/0,2.54/2.540001/2.540001
Yashi.X,1443/68/-233,270/0/0,2.54/2.540001/2.540001
Yashi.X,1432/68/-215,270/0/0,2.54/2.540001/2.540001
Yashi.X,1448/68/-215,270/0/0,2.54/2.540001/2.540001
Yashi.X,1510/68/-168,270/0/0,2.54/2.540001/2.540001
Yashi.X,1493/68/-168,270/0/0,2.54/2.540001/2.540001
Yashi.X,1504/68/-186,270/0/0,2.54/2.540001/2.540001
Yashi.X,1521/68/-186,270/0/0,2.54/2.540001/2.540001
Yashi.X,1554/68/-172,270/0/0,2.54/2.540001/2.540001
Yashi.X,1537/68/-172,270/0/0,2.54/2.540001/2.540001
Yashi.X,1526/68/-155,270/0/0,2.54/2.540001/2.540001
Yashi.X,1543/68/-155,270/0/0,2.54/2.540001/2.540001
Yashi.X,1636/68/-165,270/0/0,2.54/2.540001/2.540001
Yashi.X,1619/68/-165,270/0/0,2.54/2.540001/2.540001
Yashi.X,1631/68/-182,270/0/0,2.54/2.540001/2.540001
Yashi.X,1647/68/-182,270/0/0,2.54/2.540001/2.540001
Yashi.X,1614/68/-196,270/0/0,2.54/2.540001/2.540001
Yashi.X,1598/68/-196,270/0/0,2.54/2.540001/2.540001
Yashi.X,1586/68/-178,270/0/0,2.54/2.540001/2.540001
Yashi.X,1603/68/-178,270/0/0,2.54/2.540001/2.540001
Yashi.X,1579/68/-269,270/0/0,2.54/2.540001/2.540001
Yashi.X,1562/68/-269,270/0/0,2.54/2.540001/2.540001
Yashi.X,1573/68/-287,270/0/0,2.54/2.540001/2.540001
Yashi.X,1590/68/-287,270/0/0,2.54/2.540001/2.540001
Yashi.X,1623/68/-273,270/0/0,2.54/2.540001/2.540001
Yashi.X,1606/68/-273,270/0/0,2.54/2.540001/2.540001
Yashi.X,1595/68/-255,270/0/0,2.54/2.540001/2.540001
Yashi.X,1612/68/-255,270/0/0,2.54/2.540001/2.540001
Yashi.X,1519/68/-245,270/0/0,2.54/2.540001/2.540001
Yashi.X,1502/68/-245,270/0/0,2.54/2.540001/2.540001
Yashi.X,1513/68/-263,270/0/0,2.54/2.540001/2.540001
Yashi.X,1530/68/-263,270/0/0,2.54/2.540001/2.540001
Yashi.X,1497/68/-276,270/0/0,2.54/2.540001/2.540001
Yashi.X,1480/68/-276,270/0/0,2.54/2.540001/2.540001
Yashi.X,1469/68/-259,270/0/0,2.54/2.540001/2.540001
Yashi.X,1486/68/-259,270/0/0,2.54/2.540001/2.540001
Yashi.X,1424/68/-306,270/0/0,2.54/2.540001/2.540001
Yashi.X,1407/68/-306,270/0/0,2.54/2.540001/2.540001
Yashi.X,1418/68/-324,270/0/0,2.54/2.540001/2.540001
Yashi.X,1435/68/-324,270/0/0,2.54/2.540001/2.540001
Yashi.X,1468/68/-310,270/0/0,2.54/2.540001/2.540001
Yashi.X,1451/68/-310,270/0/0,2.54/2.540001/2.540001
Yashi.X,1440/68/-292,270/0/0,2.54/2.540001/2.540001
Yashi.X,1457/68/-292,270/0/0,2.54/2.540001/2.540001
Yashi.X,1550/68/-302,270/0/0,2.54/2.540001/2.540001
Yashi.X,1533/68/-302,270/0/0,2.54/2.540001/2.540001
Yashi.X,1545/68/-320,270/0/0,2.54/2.540001/2.540001
Yashi.X,1561/68/-320,270/0/0,2.54/2.540001/2.540001
Yashi.X,1528/68/-334,270/0/0,2.54/2.540001/2.540001
Yashi.X,1512/68/-334,270/0/0,2.54/2.540001/2.540001
Yashi.X,1500/68/-316,270/0/0,2.54/2.540001/2.540001
Yashi.X,1517/68/-316,270/0/0,2.54/2.540001/2.540001
Yashi.X,1860/68/84,270/0/0,2.54/2.540001/2.540001
Yashi.X,1843/68/84,270/0/0,2.54/2.540001/2.540001
Yashi.X,1854/68/67,270/0/0,2.54/2.540001/2.540001
Yashi.X,1871/68/67,270/0/0,2.54/2.540001/2.540001
Yashi.X,1904/68/80,270/0/0,2.54/2.540001/2.540001
Yashi.X,1887/68/80,270/0/0,2.54/2.540001/2.540001
Yashi.X,1876/68/98,270/0/0,2.54/2.540001/2.540001
Yashi.X,1893/68/98,270/0/0,2.54/2.540001/2.540001
Yashi.X,1800/68/108,270/0/0,2.54/2.540001/2.540001
Yashi.X,1783/68/108,270/0/0,2.54/2.540001/2.540001
Yashi.X,1794/68/90,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/90,270/0/0,2.54/2.540001/2.540001
Yashi.X,1778/68/77,270/0/0,2.54/2.540001/2.540001
Yashi.X,1761/68/77,270/0/0,2.54/2.540001/2.540001
Yashi.X,1750/68/94,270/0/0,2.54/2.540001/2.540001
Yashi.X,1767/68/94,270/0/0,2.54/2.540001/2.540001
Yashi.X,1828/68/142,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/142,270/0/0,2.54/2.540001/2.540001
Yashi.X,1823/68/124,270/0/0,2.54/2.540001/2.540001
Yashi.X,1839/68/124,270/0/0,2.54/2.540001/2.540001
Yashi.X,1872/68/138,270/0/0,2.54/2.540001/2.540001
Yashi.X,1856/68/138,270/0/0,2.54/2.540001/2.540001
Yashi.X,1844/68/155,270/0/0,2.54/2.540001/2.540001
Yashi.X,1861/68/155,270/0/0,2.54/2.540001/2.540001
Yashi.X,1954/68/145,270/0/0,2.54/2.540001/2.540001
Yashi.X,1938/68/145,270/0/0,2.54/2.540001/2.540001
Yashi.X,1949/68/128,270/0/0,2.54/2.540001/2.540001
Yashi.X,1966/68/128,270/0/0,2.54/2.540001/2.540001
Yashi.X,1933/68/114,270/0/0,2.54/2.540001/2.540001
Yashi.X,1916/68/114,270/0/0,2.54/2.540001/2.540001
Yashi.X,1905/68/132,270/0/0,2.54/2.540001/2.540001
Yashi.X,1921/68/132,270/0/0,2.54/2.540001/2.540001
Yashi.X,1897/68/41,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/41,270/0/0,2.54/2.540001/2.540001
Yashi.X,1892/68/23,270/0/0,2.54/2.540001/2.540001
Yashi.X,1908/68/23,270/0/0,2.54/2.540001/2.540001
Yashi.X,1941/68/37,270/0/0,2.54/2.540001/2.540001
Yashi.X,1925/68/37,270/0/0,2.54/2.540001/2.540001
Yashi.X,1913/68/55,270/0/0,2.54/2.540001/2.540001
Yashi.X,1930/68/55,270/0/0,2.54/2.540001/2.540001
Yashi.X,1837/68/65,270/0/0,2.54/2.540001/2.540001
Yashi.X,1820/68/65,270/0/0,2.54/2.540001/2.540001
Yashi.X,1831/68/47,270/0/0,2.54/2.540001/2.540001
Yashi.X,1848/68/47,270/0/0,2.54/2.540001/2.540001
Yashi.X,1815/68/33,270/0/0,2.54/2.540001/2.540001
Yashi.X,1798/68/33,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/51,270/0/0,2.54/2.540001/2.540001
Yashi.X,1804/68/51,270/0/0,2.54/2.540001/2.540001
Yashi.X,1742/68/4,270/0/0,2.54/2.540001/2.540001
Yashi.X,1726/68/4,270/0/0,2.54/2.540001/2.540001
Yashi.X,1737/68/-14,270/0/0,2.54/2.540001/2.540001
Yashi.X,1754/68/-14,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/0,270/0/0,2.54/2.540001/2.540001
Yashi.X,1770/68/0,270/0/0,2.54/2.540001/2.540001
Yashi.X,1759/68/18,270/0/0,2.54/2.540001/2.540001
Yashi.X,1775/68/18,270/0/0,2.54/2.540001/2.540001
Yashi.X,1868/68/8,270/0/0,2.54/2.540001/2.540001
Yashi.X,1852/68/8,270/0/0,2.54/2.540001/2.540001
Yashi.X,1863/68/-10,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-10,270/0/0,2.54/2.540001/2.540001
Yashi.X,1847/68/-24,270/0/0,2.54/2.540001/2.540001
Yashi.X,1830/68/-24,270/0/0,2.54/2.540001/2.540001
Yashi.X,1819/68/-6,270/0/0,2.54/2.540001/2.540001
Yashi.X,1835/68/-6,270/0/0,2.54/2.540001/2.540001
Yashi.X,1835/68/-755,270/0/0,2.54/2.540001/2.540001
Yashi.X,1819/68/-755,270/0/0,2.54/2.540001/2.540001
Yashi.X,1830/68/-773,270/0/0,2.54/2.540001/2.540001
Yashi.X,1847/68/-773,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-759,270/0/0,2.54/2.540001/2.540001
Yashi.X,1863/68/-759,270/0/0,2.54/2.540001/2.540001
Yashi.X,1852/68/-741,270/0/0,2.54/2.540001/2.540001
Yashi.X,1868/68/-741,270/0/0,2.54/2.540001/2.540001
Yashi.X,1775/68/-731,270/0/0,2.54/2.540001/2.540001
Yashi.X,1759/68/-731,270/0/0,2.54/2.540001/2.540001
Yashi.X,1770/68/-749,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/-749,270/0/0,2.54/2.540001/2.540001
Yashi.X,1754/68/-763,270/0/0,2.54/2.540001/2.540001
Yashi.X,1737/68/-763,270/0/0,2.54/2.540001/2.540001
Yashi.X,1726/68/-745,270/0/0,2.54/2.540001/2.540001
Yashi.X,1742/68/-745,270/0/0,2.54/2.540001/2.540001
Yashi.X,1804/68/-698,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/-698,270/0/0,2.54/2.540001/2.540001
Yashi.X,1798/68/-716,270/0/0,2.54/2.540001/2.540001
Yashi.X,1815/68/-716,270/0/0,2.54/2.540001/2.540001
Yashi.X,1848/68/-702,270/0/0,2.54/2.540001/2.540001
Yashi.X,1831/68/-702,270/0/0,2.54/2.540001/2.540001
Yashi.X,1820/68/-684,270/0/0,2.54/2.540001/2.540001
Yashi.X,1837/68/-684,270/0/0,2.54/2.540001/2.540001
Yashi.X,1930/68/-694,270/0/0,2.54/2.540001/2.540001
Yashi.X,1913/68/-694,270/0/0,2.54/2.540001/2.540001
Yashi.X,1925/68/-712,270/0/0,2.54/2.540001/2.540001
Yashi.X,1941/68/-712,270/0/0,2.54/2.540001/2.540001
Yashi.X,1908/68/-726,270/0/0,2.54/2.540001/2.540001
Yashi.X,1892/68/-726,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-708,270/0/0,2.54/2.540001/2.540001
Yashi.X,1897/68/-708,270/0/0,2.54/2.540001/2.540001
Yashi.X,1921/68/-617,270/0/0,2.54/2.540001/2.540001
Yashi.X,1905/68/-617,270/0/0,2.54/2.540001/2.540001
Yashi.X,1916/68/-635,270/0/0,2.54/2.540001/2.540001
Yashi.X,1933/68/-635,270/0/0,2.54/2.540001/2.540001
Yashi.X,1966/68/-621,270/0/0,2.54/2.540001/2.540001
Yashi.X,1949/68/-621,270/0/0,2.54/2.540001/2.540001
Yashi.X,1938/68/-604,270/0/0,2.54/2.540001/2.540001
Yashi.X,1954/68/-604,270/0/0,2.54/2.540001/2.540001
Yashi.X,1861/68/-594,270/0/0,2.54/2.540001/2.540001
Yashi.X,1844/68/-594,270/0/0,2.54/2.540001/2.540001
Yashi.X,1856/68/-611,270/0/0,2.54/2.540001/2.540001
Yashi.X,1872/68/-611,270/0/0,2.54/2.540001/2.540001
Yashi.X,1839/68/-625,270/0/0,2.54/2.540001/2.540001
Yashi.X,1823/68/-625,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/-607,270/0/0,2.54/2.540001/2.540001
Yashi.X,1828/68/-607,270/0/0,2.54/2.540001/2.540001
Yashi.X,1767/68/-655,270/0/0,2.54/2.540001/2.540001
Yashi.X,1750/68/-655,270/0/0,2.54/2.540001/2.540001
Yashi.X,1761/68/-672,270/0/0,2.54/2.540001/2.540001
Yashi.X,1778/68/-672,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/-659,270/0/0,2.54/2.540001/2.540001
Yashi.X,1794/68/-659,270/0/0,2.54/2.540001/2.540001
Yashi.X,1783/68/-641,270/0/0,2.54/2.540001/2.540001
Yashi.X,1800/68/-641,270/0/0,2.54/2.540001/2.540001
Yashi.X,1893/68/-651,270/0/0,2.54/2.540001/2.540001
Yashi.X,1876/68/-651,270/0/0,2.54/2.540001/2.540001
Yashi.X,1887/68/-669,270/0/0,2.54/2.540001/2.540001
Yashi.X,1904/68/-669,270/0/0,2.54/2.540001/2.540001
Yashi.X,1871/68/-682,270/0/0,2.54/2.540001/2.540001
Yashi.X,1854/68/-682,270/0/0,2.54/2.540001/2.540001
Yashi.X,1843/68/-665,270/0/0,2.54/2.540001/2.540001
Yashi.X,1860/68/-665,270/0/0,2.54/2.540001/2.540001
Yashi.X,1517/68/-1065,270/0/0,2.54/2.540001/2.540001
Yashi.X,1500/68/-1065,270/0/0,2.54/2.540001/2.540001
Yashi.X,1512/68/-1083,270/0/0,2.54/2.540001/2.540001
Yashi.X,1528/68/-1083,270/0/0,2.54/2.540001/2.540001
Yashi.X,1561/68/-1069,270/0/0,2.54/2.540001/2.540001
Yashi.X,1545/68/-1069,270/0/0,2.54/2.540001/2.540001
Yashi.X,1533/68/-1051,270/0/0,2.54/2.540001/2.540001
Yashi.X,1550/68/-1051,270/0/0,2.54/2.540001/2.540001
Yashi.X,1457/68/-1041,270/0/0,2.54/2.540001/2.540001
Yashi.X,1440/68/-1041,270/0/0,2.54/2.540001/2.540001
Yashi.X,1451/68/-1059,270/0/0,2.54/2.540001/2.540001
Yashi.X,1468/68/-1059,270/0/0,2.54/2.540001/2.540001
Yashi.X,1435/68/-1073,270/0/0,2.54/2.540001/2.540001
Yashi.X,1418/68/-1073,270/0/0,2.54/2.540001/2.540001
Yashi.X,1407/68/-1055,270/0/0,2.54/2.540001/2.540001
Yashi.X,1424/68/-1055,270/0/0,2.54/2.540001/2.540001
Yashi.X,1486/68/-1008,270/0/0,2.54/2.540001/2.540001
Yashi.X,1469/68/-1008,270/0/0,2.54/2.540001/2.540001
Yashi.X,1480/68/-1025,270/0/0,2.54/2.540001/2.540001
Yashi.X,1497/68/-1025,270/0/0,2.54/2.540001/2.540001
Yashi.X,1530/68/-1012,270/0/0,2.54/2.540001/2.540001
Yashi.X,1513/68/-1012,270/0/0,2.54/2.540001/2.540001
Yashi.X,1502/68/-994,270/0/0,2.54/2.540001/2.540001
Yashi.X,1519/68/-994,270/0/0,2.54/2.540001/2.540001
Yashi.X,1612/68/-1004,270/0/0,2.54/2.540001/2.540001
Yashi.X,1595/68/-1004,270/0/0,2.54/2.540001/2.540001
Yashi.X,1606/68/-1022,270/0/0,2.54/2.540001/2.540001
Yashi.X,1623/68/-1022,270/0/0,2.54/2.540001/2.540001
Yashi.X,1590/68/-1036,270/0/0,2.54/2.540001/2.540001
Yashi.X,1573/68/-1036,270/0/0,2.54/2.540001/2.540001
Yashi.X,1562/68/-1018,270/0/0,2.54/2.540001/2.540001
Yashi.X,1579/68/-1018,270/0/0,2.54/2.540001/2.540001
Yashi.X,1603/68/-927,270/0/0,2.54/2.540001/2.540001
Yashi.X,1586/68/-927,270/0/0,2.54/2.540001/2.540001
Yashi.X,1598/68/-945,270/0/0,2.54/2.540001/2.540001
Yashi.X,1614/68/-945,270/0/0,2.54/2.540001/2.540001
Yashi.X,1647/68/-931,270/0/0,2.54/2.540001/2.540001
Yashi.X,1631/68/-931,270/0/0,2.54/2.540001/2.540001
Yashi.X,1619/68/-914,270/0/0,2.54/2.540001/2.540001
Yashi.X,1636/68/-914,270/0/0,2.54/2.540001/2.540001
Yashi.X,1543/68/-904,270/0/0,2.54/2.540001/2.540001
Yashi.X,1526/68/-904,270/0/0,2.54/2.540001/2.540001
Yashi.X,1537/68/-921,270/0/0,2.54/2.540001/2.540001
Yashi.X,1554/68/-921,270/0/0,2.54/2.540001/2.540001
Yashi.X,1521/68/-935,270/0/0,2.54/2.540001/2.540001
Yashi.X,1504/68/-935,270/0/0,2.54/2.540001/2.540001
Yashi.X,1493/68/-917,270/0/0,2.54/2.540001/2.540001
Yashi.X,1510/68/-917,270/0/0,2.54/2.540001/2.540001
Yashi.X,1448/68/-964,270/0/0,2.54/2.540001/2.540001
Yashi.X,1432/68/-964,270/0/0,2.54/2.540001/2.540001
Yashi.X,1443/68/-982,270/0/0,2.54/2.540001/2.540001
Yashi.X,1460/68/-982,270/0/0,2.54/2.540001/2.540001
Yashi.X,1493/68/-968,270/0/0,2.54/2.540001/2.540001
Yashi.X,1476/68/-968,270/0/0,2.54/2.540001/2.540001
Yashi.X,1465/68/-951,270/0/0,2.54/2.540001/2.540001
Yashi.X,1481/68/-951,270/0/0,2.54/2.540001/2.540001
Yashi.X,1574/68/-961,270/0/0,2.54/2.540001/2.540001
Yashi.X,1558/68/-961,270/0/0,2.54/2.540001/2.540001
Yashi.X,1569/68/-979,270/0/0,2.54/2.540001/2.540001
Yashi.X,1586/68/-979,270/0/0,2.54/2.540001/2.540001
Yashi.X,1553/68/-992,270/0/0,2.54/2.540001/2.540001
Yashi.X,1536/68/-992,270/0/0,2.54/2.540001/2.540001
Yashi.X,1525/68/-975,270/0/0,2.54/2.540001/2.540001
Yashi.X,1541/68/-975,270/0/0,2.54/2.540001/2.540001
Yashi.X,1860/68/-975,270/0/0,2.54/2.540001/2.540001
Yashi.X,1843/68/-975,270/0/0,2.54/2.540001/2.540001
Yashi.X,1854/68/-992,270/0/0,2.54/2.540001/2.540001
Yashi.X,1871/68/-992,270/0/0,2.54/2.540001/2.540001
Yashi.X,1904/68/-979,270/0/0,2.54/2.540001/2.540001
Yashi.X,1887/68/-979,270/0/0,2.54/2.540001/2.540001
Yashi.X,1876/68/-961,270/0/0,2.54/2.540001/2.540001
Yashi.X,1893/68/-961,270/0/0,2.54/2.540001/2.540001
Yashi.X,1800/68/-951,270/0/0,2.54/2.540001/2.540001
Yashi.X,1783/68/-951,270/0/0,2.54/2.540001/2.540001
Yashi.X,1794/68/-968,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/-968,270/0/0,2.54/2.540001/2.540001
Yashi.X,1778/68/-982,270/0/0,2.54/2.540001/2.540001
Yashi.X,1761/68/-982,270/0/0,2.54/2.540001/2.540001
Yashi.X,1750/68/-964,270/0/0,2.54/2.540001/2.540001
Yashi.X,1767/68/-964,270/0/0,2.54/2.540001/2.540001
Yashi.X,1828/68/-917,270/0/0,2.54/2.540001/2.540001
Yashi.X,1811/68/-917,270/0/0,2.54/2.540001/2.540001
Yashi.X,1823/68/-935,270/0/0,2.54/2.540001/2.540001
Yashi.X,1839/68/-935,270/0/0,2.54/2.540001/2.540001
Yashi.X,1872/68/-921,270/0/0,2.54/2.540001/2.540001
Yashi.X,1856/68/-921,270/0/0,2.54/2.540001/2.540001
Yashi.X,1844/68/-904,270/0/0,2.54/2.540001/2.540001
Yashi.X,1861/68/-904,270/0/0,2.54/2.540001/2.540001
Yashi.X,1954/68/-914,270/0/0,2.54/2.540001/2.540001
Yashi.X,1938/68/-914,270/0/0,2.54/2.540001/2.540001
Yashi.X,1949/68/-931,270/0/0,2.54/2.540001/2.540001
Yashi.X,1966/68/-931,270/0/0,2.54/2.540001/2.540001
Yashi.X,1933/68/-945,270/0/0,2.54/2.540001/2.540001
Yashi.X,1916/68/-945,270/0/0,2.54/2.540001/2.540001
Yashi.X,1905/68/-927,270/0/0,2.54/2.540001/2.540001
Yashi.X,1921/68/-927,270/0/0,2.54/2.540001/2.540001
Yashi.X,1897/68/-1018,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-1018,270/0/0,2.54/2.540001/2.540001
Yashi.X,1892/68/-1036,270/0/0,2.54/2.540001/2.540001
Yashi.X,1908/68/-1036,270/0/0,2.54/2.540001/2.540001
Yashi.X,1941/68/-1022,270/0/0,2.54/2.540001/2.540001
Yashi.X,1925/68/-1022,270/0/0,2.54/2.540001/2.540001
Yashi.X,1913/68/-1004,270/0/0,2.54/2.540001/2.540001
Yashi.X,1930/68/-1004,270/0/0,2.54/2.540001/2.540001
Yashi.X,1837/68/-994,270/0/0,2.54/2.540001/2.540001
Yashi.X,1820/68/-994,270/0/0,2.54/2.540001/2.540001
Yashi.X,1831/68/-1012,270/0/0,2.54/2.540001/2.540001
Yashi.X,1848/68/-1012,270/0/0,2.54/2.540001/2.540001
Yashi.X,1815/68/-1025,270/0/0,2.54/2.540001/2.540001
Yashi.X,1798/68/-1025,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/-1008,270/0/0,2.54/2.540001/2.540001
Yashi.X,1804/68/-1008,270/0/0,2.54/2.540001/2.540001
Yashi.X,1742/68/-1055,270/0/0,2.54/2.540001/2.540001
Yashi.X,1726/68/-1055,270/0/0,2.54/2.540001/2.540001
Yashi.X,1737/68/-1073,270/0/0,2.54/2.540001/2.540001
Yashi.X,1754/68/-1073,270/0/0,2.54/2.540001/2.540001
Yashi.X,1787/68/-1059,270/0/0,2.54/2.540001/2.540001
Yashi.X,1770/68/-1059,270/0/0,2.54/2.540001/2.540001
Yashi.X,1759/68/-1041,270/0/0,2.54/2.540001/2.540001
Yashi.X,1775/68/-1041,270/0/0,2.54/2.540001/2.540001
Yashi.X,1868/68/-1051,270/0/0,2.54/2.540001/2.540001
Yashi.X,1852/68/-1051,270/0/0,2.54/2.540001/2.540001
Yashi.X,1863/68/-1069,270/0/0,2.54/2.540001/2.540001
Yashi.X,1880/68/-1069,270/0/0,2.54/2.540001/2.540001
Yashi.X,1847/68/-1083,270/0/0,2.54/2.540001/2.540001
Yashi.X,1830/68/-1083,270/0/0,2.54/2.540001/2.540001
Yashi.X,1819/68/-1065,270/0/0,2.54/2.540001/2.540001
Yashi.X,1835/68/-1065,270/0/0,2.54/2.540001/2.540001
Yashi.X,197/68/-1673,270/0/0,2.54/2.540001/2.540001
Yashi.X,181/68/-1673,270/0/0,2.54/2.540001/2.540001
Yashi.X,192/68/-1691,270/0/0,2.54/2.540001/2.540001
Yashi.X,209/68/-1691,270/0/0,2.54/2.540001/2.540001
Yashi.X,242/68/-1677,270/0/0,2.54/2.540001/2.540001
Yashi.X,225/68/-1677,270/0/0,2.54/2.540001/2.540001
Yashi.X,214/68/-1659,270/0/0,2.54/2.540001/2.540001
Yashi.X,230/68/-1659,270/0/0,2.54/2.540001/2.540001
Yashi.X,137/68/-1649,270/0/0,2.54/2.540001/2.540001
Yashi.X,121/68/-1649,270/0/0,2.54/2.540001/2.540001
Yashi.X,132/68/-1667,270/0/0,2.54/2.540001/2.540001
Yashi.X,149/68/-1667,270/0/0,2.54/2.540001/2.540001
Yashi.X,116/68/-1681,270/0/0,2.54/2.540001/2.540001
Yashi.X,99/68/-1681,270/0/0,2.54/2.540001/2.540001
Yashi.X,88/68/-1663,270/0/0,2.54/2.540001/2.540001
Yashi.X,104/68/-1663,270/0/0,2.54/2.540001/2.540001
Yashi.X,166/68/-1616,270/0/0,2.54/2.540001/2.540001
Yashi.X,149/68/-1616,270/0/0,2.54/2.540001/2.540001
Yashi.X,160/68/-1633,270/0/0,2.54/2.540001/2.540001
Yashi.X,177/68/-1633,270/0/0,2.54/2.540001/2.540001
Yashi.X,210/68/-1620,270/0/0,2.54/2.540001/2.540001
Yashi.X,193/68/-1620,270/0/0,2.54/2.540001/2.540001
Yashi.X,182/68/-1602,270/0/0,2.54/2.540001/2.540001
Yashi.X,199/68/-1602,270/0/0,2.54/2.540001/2.540001
Yashi.X,292/68/-1612,270/0/0,2.54/2.540001/2.540001
Yashi.X,275/68/-1612,270/0/0,2.54/2.540001/2.540001
Yashi.X,287/68/-1630,270/0/0,2.54/2.540001/2.540001
Yashi.X,303/68/-1630,270/0/0,2.54/2.540001/2.540001
Yashi.X,270/68/-1644,270/0/0,2.54/2.540001/2.540001
Yashi.X,254/68/-1644,270/0/0,2.54/2.540001/2.540001
Yashi.X,242/68/-1626,270/0/0,2.54/2.540001/2.540001
Yashi.X,259/68/-1626,270/0/0,2.54/2.540001/2.540001
Yashi.X,283/68/-1535,270/0/0,2.54/2.540001/2.540001
Yashi.X,267/68/-1535,270/0/0,2.54/2.540001/2.540001
Yashi.X,278/68/-1553,270/0/0,2.54/2.540001/2.540001
Yashi.X,295/68/-1553,270/0/0,2.54/2.540001/2.540001
Yashi.X,328/68/-1539,270/0/0,2.54/2.540001/2.540001
Yashi.X,311/68/-1539,270/0/0,2.54/2.540001/2.540001
Yashi.X,300/68/-1522,270/0/0,2.54/2.540001/2.540001
Yashi.X,316/68/-1522,270/0/0,2.54/2.540001/2.540001
